Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
369754-5310,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,240V,AP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-5710,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 240V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-5810,"WAVE SOUNDTOUCH,HG WHITE,240V AP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,2/19/2017,nelson.stu,Profit%,
369754-581R,"WAVE SOUNDTOUCH,HG WHITE,240V AP,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-7110,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,120V,AI",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-711R,"WAVE SOUNDTOUCH SYSTEM,GRP,120V,AI,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-7210,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,120V,AI",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-721R,"WAVE SOUNDTOUCH SYSTEM,WHT,120V,AI,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-7310,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,120V,AI",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-731R,"WAVE SOUNDTOUCH SYSTEM,SLV,120V,AI,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-7710,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 120V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-7810,"WAVE SOUNDTOUCH,HG WHITE,120V AI",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,2/19/2017,nelson.stu,Profit%,
369754-781S,"WAVE SOUNDTOUCH,HG WHITE,120V AI,RR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-8100,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,240V,AU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-810R,"WAVE SOUNDTOUCH SYSTEM,GRP,240V,AU,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-8200,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,240V,AU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-8300,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,240V,AU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-830R,"WAVE SOUNDTOUCH SYSTEM,SLV,240V,AU,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-8700,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 240V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-870R,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 240V FR,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-8800,"WAVE SOUNDTOUCH,HG WHITE,240V AU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369881-0130,"SOUNDTOUCH WIRELESS PEDESTAL,GRP,CH 1-11",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369881-0140,"SOUNDTOUCH WIRELESS PEDESTAL,GRP,CH 1-13",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369881-0230,"SOUNDTOUCH WIRELESS PEDESTAL,WHT,CH 1-11",HED00307,WI-FI ACCESSORIES,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369881-0240,"SOUNDTOUCH WIRELESS PEDESTAL,WHT,CH 1-13",HED00307,WI-FI ACCESSORIES,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369881-0330,"SOUNDTOUCH WIRELESS PEDESTAL,SLV,CH 1-11",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369881-0340,"SOUNDTOUCH WIRELESS PEDESTAL,SLV,CH 1-13",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,Decline,,12/3/2013,9/10/2015,,Sales%,
369883-0010,"SOUNDTOUCH CONTROLLER, PKD-IN",HED00304,ST Controller,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,6/30/2014,5/22/2015,,Profit%,
369883-0030,"SOUNDTOUCH CONTROLLER,PKD-IN",HED00304,ST Controller,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,6/30/2014,5/22/2015,,Profit%,
370430-1100,VIDEOWAVE III 55 INCH MONITOR,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
370430-2100,VIDEOWAVE III 55 INCH MONITOR EU,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
370430-210R,VIDEOWAVE III 55 INCH MONITOR EU FR,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
370431-1100,VIDEOWAVE III 46 INCH MONITOR,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
370431-2100,VIDEOWAVE III 46 INCH MONITOR EU,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
370431-210R,VIDEOWAVE III 46 INCH MONITOR EU FR,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
372029-2100,"SOUNDTOUCH AM3 WI-FI SPK SYS BLK,230V,EU",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,COLIN,3/1/2004,3/31/2015,lisa.stu,Sales%,
372029-4100,"SOUNDTOUCH AM3 WI-FI SPK SYS BLK,230V,UK",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,COLIN,3/1/2004,3/31/2015,lisa.stu,Sales%,
372031-1200,"SOUNDTOUCH 151SE OD SPK SYS,WHT,120V,US",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,,3/1/2004,9/30/2015,,Sales%,
372031-5200,"SOUNDTOUCH 151SE OD SPK SYS,WHT,240V,AP",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,,3/1/2004,9/30/2015,,Sales%,
372032-1200,"SOUNDTOUCH 251 OUTDR SPK SYS,WHT,120V,US",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,,3/1/2004,9/30/2015,,Sales%,
372032-5200,"SOUNDTOUCH 251 OUTDR SPK SYS,WHT,240V,AP",HED00303,SOUNDTOUCH SA4 AMPLIFIER,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,,3/1/2004,9/30/2015,,Sales%,
373469-0010,BELKIN BT RCVR GSA2000ttBOS,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,8/31/2015,,Profit%,
374565-5300,VIDEOWAVE III RETAIL UPGRADE KIT APAC,HED00279,VWAC,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
374823-0100,"SOUNDTOUCH WIRELESS ADAPTER, CH 1-13",HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,,,,Sales%,
374823-0110,"SOUNDTOUCH WIRELESS ADAPTER,CH 1-11",HED00283,WIRELESS SPEAKER COMMON ITEMS,PPSCOM,something common?,Wireless Speakers,CED,Maturity,,,,,PartsNoLongerAvailDate,
374946-0010,YAMAHA AV RCVR-HTR-4066,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,3/31/2015,,Profit%,
625118-0010,YAMAHA WIRELESS ADAPTOR YWA-10BL,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,3/31/2015,,Profit%,
625146-0100,SOUNDTOUCH WIRELESS ADAPTER CH 1-13,HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,,9/30/2014,,Sales%,
625146-0110,SOUNDTOUCH WIRELESS ADAPTER CH 1-11,HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,,9/30/2014,,Sales%,
625146-011R,"SOUNDTOUCH WIRELESS ADAPTER,CH 1-11,FR",HED00283,WIRELESS SPEAKER COMMON ITEMS,PPSCOM,something common?,Wireless Speakers,CED,Maturity,,,,,PartsNoLongerAvailDate,
625146-011S,SOUNDTOUCH WIRELESS ADPT CH 1-11 RR,HED00333,SOUNDTOUCH ADAPTER,ACCESSSB,SoundBar Accessory,Premium Home Theater,CED,Decline,,,6/1/2015,,Sales%,
625687-2100,CINEMATE 1 SR BLK EU AND HEADPHONE VOUCH,HED00273,CIN1SR,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,9/26/2011,3/31/2014,,Profit%,
625687-4100,CINEMATE 1 SR BLK UK AND HEADPHONE VOUCH,HED00273,CIN1SR,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,9/26/2011,3/31/2014,,Profit%,
625690-2100,CNMT GS II HT SYS 220V EU BLK  AND VOUCH,HED00266,CING,SB21,SoundBar 2.1,Soundbars,CED,End Of Sales,,8/25/2009,3/31/2014,,Profit%,
625690-4100,CNMT GS II HT SYS 230V UK BLK  AND VOUCH,HED00266,CING,SB21,SoundBar 2.1,Soundbars,CED,End Of Sales,,8/25/2009,3/31/2014,,Profit%,
625788-001S,"SOUNDBAR,CNMT 15,SVC",HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2014,1/1/2016,triode.sm2.stu,Profit%,
625789-001S,"SOUNDBAR,CNMT 10,SVC",HED00322,CineMate 10,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE CLUB,9/15/2014,1/1/2016,triode.sm2.stu,Profit%,
625904-1300,CINEMATE 520 BLACK 120V US,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625904-130R,CINEMATE 520 BLACK 120V US FR,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,4/1/2017,,Profit%,
625904-130S,"CINEMATE 520 BLACK 120V US,RR",HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,6/1/2015,,Profit%,
625904-2300,CINEMATE 520 BLACK 220V EU,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625904-230R,"CINEMATE 520 BLACK 220V EU,FR",HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,3/1/2016,,Profit%,
625904-3300,CINEMATE 520 BLACK 100V JP,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625904-5300,CINEMATE 520 BLACK 240V AP,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625904-530R,CINEMATE 520 BLACK 240V AP FR,HED00319,CineMate 520,SB51,SoundBar 5.1,Soundbars,CED,End Of Sales,,10/2/2014,4/1/2017,,Profit%,
625905-2300,CINEMATE 220 BLACK 220V EU,HED00317,CineMate 220,SB21,SoundBar 2.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625905-230R,CINEMATE 220 BLACK 220V EU FR,HED00317,CineMate 220,SB21,SoundBar 2.1,Soundbars,CED,End Of Sales,,10/2/2014,3/1/2016,,Profit%,
625906-1300,CINEMATE 120 BLACK 120V US,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625906-130R,CINEMATE 120 BLACK 120V US FR,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/1/2017,,Profit%,
625906-130S,"CINEMATE 120 BLACK 120V US,RR",HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,6/1/2015,,Profit%,
625906-2300,CINEMATE 120 BLACK 220V EU,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625906-230R,"CINEMATE 120 BLACK 220V EU,FR",HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,3/1/2016,,Profit%,
625906-3300,CINEMATE 120 BLACK 100V JP,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625906-5300,CINEMATE 120 BLACK 240V AP,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625906-530R,CINEMATE 120 BLACK 240V AP FR,HED00316,CineMate 120,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/1/2017,,Profit%,
625907-1300,CINEMATE 130 BLACK 120V US,HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625907-130R,"CINEMATE 130 BLACK 120V US,FR",HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/20/2017,,Profit%,
625907-130S,"CINEMATE 130 BLACK 120V US,RR",HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,6/1/2015,,Profit%,
625907-2300,CINEMATE 130 BLACK 220V EU,HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,4/30/2015,,Profit%,
625907-230R,"CINEMATE 130 BLACK 220V EU,FR",HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,3/1/2016,,Profit%,
625907-3300,CINEMATE 130 BLACK 100V JP,HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625907-5300,CINEMATE 130 BLACK 240V AP,HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/31/2015,,Profit%,
625907-530R,"CINEMATE 130 BLACK 240V AP,FR",HED00320,CineMate 130,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,,10/2/2014,8/20/2017,,Profit%,
626315-1100,SOLO 15 TV SOUND SYSTEM BLK 120V US,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,8/31/2015,,Profit%,
626315-110R,SOLO 15 TV SOUND SYSTEM BLK 120V US FR,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,4/1/2017,,Profit%,
626315-110S,SOLO 15 TV SOUND SYSTEM 120V US RR,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,6/1/2015,,Profit%,
626315-1110,SOLO 10 TV SOUND SYSTEM BLK 120V US,HED00324,Solo 10,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,ADOBO CLUB,9/15/2014,8/31/2015,Solo.mdu,Profit%,
626315-111S,SOLO 10 TV SOUND SYSTEM BLK 120V US RR,HED00324,Solo 10,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,ADOBO CLUB,9/15/2014,6/1/2015,Solo.mdu,Profit%,
626315-2100,SOLO 15 TV SOUND SYSTEM BLK 230V EU,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,8/31/2015,,Profit%,
626315-210R,SOLO 15 TV SOUND SYSTEM BLK 230V EU FR,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,3/1/2016,,Profit%,
626315-3100,SOLO 15 TV SOUND SYSTEM BLK 100V JP,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,8/31/2015,,Profit%,
626315-310R,SOLO 15 TV SOUND SYSTEM BLK 100V JP FR,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,8/20/2017,,Profit%,
626315-3110,SOLO 10 TV SOUND SYSTEM BLK 100V JP,HED00324,Solo 10,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,ADOBO CLUB,9/15/2014,8/31/2015,Solo.mdu,Profit%,
626315-5100,SOLO 15 TV SOUND SYSTEM BLK  240V AP,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,8/31/2015,,Profit%,
626315-510R,SOLO 15 TV SOUND SYSTEM BLK 240V AP FR,HED00323,Solo 15,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,,9/15/2014,4/1/2017,,Profit%,
626315-5110,SOLO 10 TV SOUND SYSTEM BLK  240V AP,HED00324,Solo 10,ONEPIECE,One Piece Sound Bars,Soundbars,CED,End Of Sales,ADOBO CLUB,9/15/2014,8/31/2015,Solo.mdu,Profit%,
626596-1100,CINEMATE 15 HT SPKR SYS BLK 120V US,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,9/25/2016,triode.sm2.stu,Profit%,
626596-110R,CINEMATE 15 HT SPKR SYS BLK 120V US FR,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,4/1/2017,triode.sm2.stu,Profit%,
626596-110S,"CINEMATE 15 HT SPKR SYS BLK 120V US,RR",HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,6/1/2015,triode.sm2.stu,Profit%,
626596-1110,CINEMATE 10 HT SPKR SYS BLK 120V US,HED00322,CineMate 10,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE CLUB,9/15/2014,9/25/2016,triode.sm2.stu,Profit%,
626596-111S,"CINEMATE 10 HT SPKR SYS BLK 120V US,RR",HED00322,CineMate 10,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE CLUB,9/15/2014,6/1/2015,triode.sm2.stu,Profit%,
626596-2100,CINEMATE 15 HT SPKR SYS BLK 230V EU,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,7/24/2016,triode.sm2.stu,Profit%,
626596-210R,CINEMATE 15 HT SPKR SYS BLK 230V EU FR,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,4/1/2017,triode.sm2.stu,Profit%,
626596-3100,CINEMATE 15 HT SPKR SYS BLK 100V JP,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,9/25/2016,triode.sm2.stu,Profit%,
626596-3110,CINEMATE 10 HT SPKR SYS BLK 100V JP,HED00322,CineMate 10,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE CLUB,9/15/2014,3/1/2016,triode.sm2.stu,Profit%,
626596-4100,CINEMATE 15 HT SPKR SYS BLK 230V UK,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,7/24/2016,triode.sm2.stu,Profit%,
626596-410R,CINEMATE 15 HT SPKR SYS BLK 230V UK FR,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,4/1/2017,triode.sm2.stu,Profit%,
626596-5100,CINEMATE 15 HT SPKR SYS BLK 240V AP,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,9/25/2016,triode.sm2.stu,Profit%,
626596-510R,CINEMATE 15 HT SPKR SYS BLK 240V AP FR,HED00321,CineMate 15,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE,9/15/2015,4/1/2017,triode.sm2.stu,Profit%,
626596-5110,CINEMATE 10 HT SPKR SYS BLK 240V AP,HED00322,CineMate 10,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,PIKE CLUB,9/15/2014,9/25/2016,triode.sm2.stu,Profit%,
627106-0010,VIDEOWAVE III ENT SYS 46 220V EU,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,ZEPPELIN,10/10/2013,3/31/2015,DEF_CON.bos,Profit%,
627109-0010,VIDEOWAVE III ENT SYS 55 220V EU,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,UPRISING,10/10/2013,3/31/2015,DEF_CON.bos,Profit%,
628456-0010,"SOUNDTOUCH CONTROLLER,US",HED00304,ST Controller,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,6/30/2014,8/31/2016,,Profit%,
628456-0020,"SOUNDTOUCH CONTROLLER,EU",HED00304,ST Controller,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,6/30/2014,8/31/2016,,Profit%,
628456-0050,"SOUNDTOUCH CONTROLLER,AP",HED00304,ST Controller,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,6/30/2014,8/31/2016,,Profit%,
628519-5200,LS535 HOME ENT FLUSH SYS APAC WHT,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,,3/31/2015,,Profit%,
628835-0010,ONKYO RECEIVER TX-SR313,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,3/31/2016,,Profit%,
628837-0010,ONKYO DOCK DS-A5,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,3/31/2016,,Profit%,
628838-0010,ONKYO BLURAY PLAYER BD-SP309,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,,3/31/2016,,Profit%,
629824-2100,AM6 III BLK ONKYO TX SR313 ONKYO DS A5,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,9/30/2014,,Profit%,
629825-2100,AM6 III BLK TX SR313 DS A5 DB SP309,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,9/30/2014,,Profit%,
629826-2100,AM10IV BLK ONKYO TX NR525 DS A5,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,7/1/2006,9/30/2014,,Profit%,
714582-1100,AM3 IV BLK W/ PIONEER SYSTEM,HED00010,AM3,STEREOFLR,Floorstanding Speakers,Speakers,CED,End of Sales,GARNET,1/1/2000,3/1/2016,N/A,Profit%,
714582-2100,AM3 IV BLK W/ PIONEER X-HM51-K,HED00010,AM3,STEREOFLR,Floorstanding Speakers,Speakers,CED,End of Sales,GARNET,1/1/2000,3/31/2015,N/A,Profit%,
715592-1100,LIFESTYLE 525 SERIES III SYSTEM BLK AST,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,8/31/2015,DEF_CON.bos,Sales%,
715592-110R,LIFESTYLE 525 SERIESIII SYSTEM BL AST FR,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,4/1/2017,DEF_CON.bos,Sales%,
715592-2100,LIFESTYLE 525 SERIES III SYSTEM BLK EU,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,8/31/2015,DEF_CON.bos,Sales%,
715592-210R,LIFESTYLE 525 SERIES III SYSTEM BL EU FR,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,4/1/2017,DEF_CON.bos,Sales%,
715592-2200,LIFESTYLE 525 SERIES III SYSTEM WHT EU,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,8/31/2015,DEF_CON.bos,Sales%,
715592-220R,LIFESTYLE 525 SERIES III SYSTEM WH EU FR,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,4/1/2017,DEF_CON.bos,Sales%,
715592-3100,LIFESTYLE 525 SERIES III SYSTEM BLK BKK,HED00331,LS525 III,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Decline,LOVEJOY LIFESTYLE,10/2/2014,8/31/2015,DEF_CON.bos,Sales%,
